"Tweet_Tidspunkt","Forventet_Avkastning","Faktisk_Avkastning","Unormal_Avkastning","Lopenummer","Text","Rank","Datetime"
2012-12-12 12:12:00,0.000127366702471271,-0.000426857899005564,-0.000554224601476835,1,"tesla articles 30 mins apart: ""this stock is screaming buy"" {url} and ""this stock could get destroyed"" {url}",0,2012-12-12 12:12:05
2013-01-04 13:19:00,-3.01600252998213e-07,0.000306748466257732,0.00030705006651073,1,"nice story about a model s coast to coast road trip. by end of year, it will be superchargers all the way! {url}",0,2013-01-04 13:19:30
2013-02-11 14:26:00,0.000367402804495365,0,-0.000367402804495365,1,"nytimes article about tesla range in cold is fake. vehicle logs tell true story that he didn't actually charge to max &amp; took a long detour.",0,2013-02-11 14:26:30
2013-02-11 14:30:00,0.000535807451880059,0.00280553420445806,0.002269726752578,1,"tesla blog coming soon detailing what actually happened on broder's nytimes ""range test"". also lining up other journalists to do same drive.",0,2013-02-11 14:30:14
2013-02-11 14:41:00,0.000381219819808107,0.000772200772200687,0.00039098095239258,1,"tesla data logging is only turned on with explicit written permission from customers, but after top gear bs, we always keep it on for media.",0,2013-02-11 14:41:29
2013-02-11 14:44:00,0.000194525076963309,0.000539145838949377,0.000344620761986067,1,"@tomleykis thanks tom! support of real tesla customers like yourself who drive the car every day is v much appreciated.",0,2013-02-11 14:44:06
2013-02-11 14:47:00,0.000434920198857688,0.000769230769230855,0.000334310570373167,1,"@batasrki yeah, top gear pretended the tesla roadster ran out of charge and they had to push it home. logs showed 50 miles range left.",0,2013-02-11 14:47:10
2013-03-08 10:16:00,0.000271532653157413,-0.00180817912514914,-0.00207971177830655,1,"minnesota auto dealers tried to pass legislation to block tesla stores. bill was just defeated in senate. thanks mn!",0,2013-03-08 10:16:35
2013-03-08 12:27:00,-0.000123409179172621,-0.000467289719626117,-0.000343880540453496,1,"check out model s at tesla austin gallery at the domain opening today! i will stop by this eve and tomorrow morning.",0,2013-03-08 12:27:21
2013-03-25 14:48:00,9.98773443085715e-05,0.000678723998882115,0.000578846654573544,1,"really exciting @teslamotors announcement coming on thursday. am going to put my money where my mouth is in v major way.",0,2013-03-25 14:48:30
2013-04-02 12:11:00,-3.56636258666615e-05,0.00315040650406507,0.00318607012993173,1,"today's tesla announcement is actually the 2nd in a 5 part trilogy (love douglas adams)",0,2013-04-02 12:11:45
2013-04-02 12:19:00,-8.93627411678192e-06,-0.00122295070829215,-0.00121401443417537,1,"certainly true that many people believe that tesla and spacex are powered by the #hhgttg infinite improbability drive :)",0,2013-04-02 12:19:41
2013-04-02 13:49:00,9.77764932970438e-05,0.000431707236077468,0.000333930742780424,1,"am headed to tx next week to thank people personally for supporting tesla. please head to sb 1659 @ 8am tomorrow #teslatx",0,2013-04-02 13:49:11
2013-04-08 15:22:00,3.82882900544106e-05,0.0016857962697273,0.00164750797967289,1,"sarah palin calls tesla a loser. am deeply wounded. {url}  btw, model s warranty does cover ""bricking"".",0,2013-04-08 15:22:02
2013-04-09 10:56:00,-4.71000715862076e-06,0,4.71000715862076e-06,1,"in tx to make the case for allowing tesla to sell cars. pls come to capitol room e2.014 at 1:30! {url}",0,2013-04-09 10:56:56
2013-04-09 15:43:00,-0.000124443482206819,-0.00129821958456967,-0.00117377610236285,1,"just had texas bbq for lunch in capitol building. about to head to house committee hearing to advocate for tesla in tx.",0,2013-04-09 15:43:37
2013-04-11 14:03:00,-0.000142778582617211,0.00794108663929144,0.00808386522190865,1,"new york judge just ruled in favor tesla, dismissing the legal attack by auto dealers to prevent direct sales!",1,2013-04-11 14:03:27
2013-04-25 11:54:00,0.000199375296511164,0.00573723465289731,0.00553785935638614,1,"announcement of new @teslamotors strategy tomorrow. tesla owners will like this.",1,2013-04-25 11:54:47
2013-04-25 14:45:00,0.000117479748883513,0.00152680551954589,0.00140932577066237,1,"@tapp697 thanks, important clarification. tesla announcements are always about making product experience better. market follows eventually.",0,2013-04-25 14:45:45
2013-04-25 14:46:00,0.000116469553349151,-0.00132691031817,-0.00144337987151915,1,"@nycomwireless @teslamotors cool, thanks for buying our car!",0,2013-04-25 14:46:28
2013-05-01 13:44:00,-3.90114819859468e-05,-0.000394666365968565,-0.000355654883982618,1,"@realbhuwan @teslamotors cool :)",0,2013-05-01 13:44:55
2013-05-02 13:54:00,1.32523285974852e-05,0.00358987104078655,0.00357661871218907,1,"time to up the ante (and fix some mistakes). tesla announcement tomorrow.",1,2013-05-02 13:54:50
2013-05-06 15:25:00,0.000411239285463575,-0.00261393928414296,-0.00302517856960654,1,"chris porritt from aston martin just joined as head of vehicle engineering at tesla {url}",0,2013-05-06 15:25:28
2013-05-06 15:28:00,0.000399290535269399,-7.75053607875033e-05,-0.000476795896056902,1,"anyone interested in doing ultra hardcore vehicle engineering at tesla, please apply!",0,2013-05-06 15:28:02
2013-05-07 11:37:00,-0.000602476925694563,0.000668157171125371,0.00127063409681993,1,"creating an autopilot for cars at tesla is an important, but not yet top priority. still a few years from production.",0,2013-05-07 11:37:20
2013-05-07 11:42:00,-0.000510419532617064,-0.00393137025176388,-0.00342095071914682,1,"tesla priority is electrification of cars, so priority is model s, model x, then mass market third gen vehicle &amp; truck",-1,2013-05-07 11:42:59
2013-05-09 11:24:00,0.000401715111055788,-0.0001548672566372,-0.000556582367692989,1,"there is a way for the tesla model s to be recharged throughout the country faster than you could fill a gas tank.",0,2013-05-09 11:24:30
2013-05-13 15:33:00,0.000165404509952207,0.00306775048962693,0.00290234597967472,1,"@vicorly yes, usually several times more energy over the course of the year than is needed by the model s",0,2013-05-13 15:33:46
2013-05-30 14:47:00,-0.000473457559140259,0.00129446114459136,0.00176791870373162,1,"huge expansion of tesla supercharger network underway. will cover la to ny by end of year {url}",0,2013-05-30 14:47:47
2013-06-18 10:57:00,0.000140054989933363,0.000684798951959856,0.000544743962026492,1,"@zatulsky shai actually got the idea from a visit to tesla. the idea is obvious (many things allow battery swap), but the technology is not.",0,2013-06-18 10:57:29
2013-06-21 12:34:00,-0.000191735792417349,-0.00182779157083461,-0.00163605577841726,1,"@lisaroutel the ny auto dealers lost in court, so now they are funding a bill in ny legislature to block tesla",0,2013-06-21 12:34:23
2013-06-25 11:56:00,0.000180757638973113,0.000487300649734244,0.000306543010761132,1,"@arthurblake tesla service can do coating or can be done by any auto glass coating company. my car is done on side &amp; rear",0,2013-06-25 11:56:19
2013-07-02 14:47:00,-0.000153440281854633,0.0019764122305039,0.00212985251235854,1,"woohoo, tesla direct sales petition passed the 100k threshold! thanks a lot to everyone that helped!!",0,2013-07-02 14:47:25
2013-07-23 15:02:00,-3.30123797153202e-05,0.00259335468082258,0.0026263670605379,1,"oh yeah, well tesla will study a plan to study the gm team that's studying tesla, so there! {url}",0,2013-07-23 15:02:39
2013-09-06 15:25:00,-8.42616744807119e-06,0.0001610983326322,0.000169524500080271,1,"video review of model s vs. aston martin rapide s by @autocar {url}",0,2013-09-06 15:25:54
2013-10-30 10:47:00,9.47278877378708e-05,0.0019589269127128,0.00186419902497493,1,"tesla west coast supercharger network now energized. travel from vancouver to tijuana in styel! {url}",0,2013-10-30 10:47:29
2013-11-19 09:50:00,0.00241499897343476,0.00365621975553529,0.00124122078210053,1,"why does a tesla fire w no injury get more media headlines than 100,000 gas car fires that kill 100s of people per year?",0,2013-11-19 09:50:48
2013-11-19 11:30:00,0.000237382180162685,0.000553592461719635,0.00031621028155695,1,"what makes this incredibly unjust is that the model s to date has the best safety record of any car on the road (no injuries or deaths ever)",0,2013-11-19 11:30:54
2013-11-19 12:28:00,-0.000349993239732007,0.0017279537949889,0.00207794703472091,1,"tesla is also extending the model s warranty to cover any fire damage even if due solely to a driver accident",0,2013-11-19 12:28:45
2013-11-21 14:17:00,8.11934725186184e-05,-0.000406469015975392,-0.00048766248849401,1,"tesla model s consumer reports customer satisfaction survey highest of any car on road at 99/100 {url}",0,2013-11-21 14:17:05
2014-01-23 15:40:00,4.7613374446811e-05,-0.000840685866489207,-0.000888299240936018,1,"tesla policy is to charge the same price (+ taxes &amp; shipping) everywhere in the world {url}",0,2014-01-23 15:40:34
2014-02-07 12:54:00,0.000350058979963628,0.001779359430605,0.00142930045064137,1,"value is holding up ""tesla car is worth more used than new | mnn - {url}""",0,2014-02-07 12:54:59
2014-02-25 13:39:00,-0.000391834496292751,-0.000474065646240311,-8.22311499475597e-05,1,"model s receives highest customer satisfaction score of any car ever surveyed by consumer reports {url}",0,2014-02-25 13:39:16
2014-03-11 11:23:00,1.32310410992301e-05,0.00135378783683155,0.00134055679573232,1,"new jersey auto dealers subverting democratic process to try to block tesla sales {url}",0,2014-03-11 11:23:26
2014-03-14 14:35:00,-0.000104592319013065,-0.000390556347517053,-0.000285964028503988,1,"working on a model s environmental impact blog this weekend to counteract bs like the @bloomberg graphite story. beyond ridiculous...",0,2014-03-14 14:35:37
2014-04-07 11:47:00,0.00017604379284783,-0.000576762865016049,-0.000752806657863878,1,"bloomberg article today also has oddly false details. i don't eat breakfast at tesla and drink coffee, not juice.",0,2014-04-07 11:47:29
2014-04-08 11:30:00,0.000161975033582187,0.000224353581244016,6.23785476618287e-05,1,"tesla us business leasing program went live today {url}",0,2014-04-08 11:30:21
2014-04-08 12:33:00,0.000188650466301646,-0.000745265474706242,-0.000933915941007888,1,"leasing a model s takes 5 mins online, no signatures &amp; one tap on car center screen to accept when delivered",0,2014-04-08 12:33:19
2014-04-08 12:44:00,9.14051794796347e-05,-0.00054430503412371,-0.000635710213603344,1,"@elonmusk also, breakfast at tesla is self-serve cereal (no distinction for execs) and the person mentioned isn't actually an employee",0,2014-04-08 12:44:15
2014-06-12 13:02:00,-0.000351314713551523,-0.000676166933255754,-0.000324852219704231,1,"regarding tesla patents {url}",0,2014-06-12 13:02:05
2014-07-01 10:25:00,-2.51729682508152e-05,-0.00057905321685852,-0.000553880248607705,1,"tesla model s named top model in perceived quality {url} via @usatoday",0,2014-07-01 10:25:43
2014-07-10 12:56:00,-0.000174821403019058,0.00108528288576719,0.00126010428878625,1,"tesla superchargers delivered over 1gwh last month. long distance driving growing exponentially {url}",0,2014-07-10 12:56:53
2014-07-10 13:26:00,9.94079941259566e-05,0.000115105965197345,1.56979710713886e-05,1,"@leroytwin @tesla_canada a lot of canadian superchargers are in work and will start going live in the next month or so",0,2014-07-10 13:26:14
2014-11-18 10:36:00,-0.00010305631717559,0.00112511381628173,0.00122817013345732,1,"tesla comic book {url}",0,2014-11-18 10:36:09
2014-11-19 09:59:00,-0.000607038117279585,0.00230648303824515,0.00291352115552473,1,"rumors about canceling falcon wing doors are false. at tesla, the production car will always be better than the show car.",0,2014-11-19 09:59:48
2014-12-19 10:40:00,6.10133495261165e-05,0,-6.10133495261165e-05,1,"pack swap now operating in limited beta mode for sf to la route. can swap battery faster than visiting a gas station. tesla blog out soon.",0,2014-12-19 10:40:54
2014-12-19 14:07:00,0.000139973996135889,0.000504631549840936,0.000364657553705047,1,"tesla fast battery swap details {url}",0,2014-12-19 14:07:24
2014-12-30 15:46:00,-4.98792176180053e-05,0.000970108530891906,0.00101998774850991,1,"model s range curves in detail by version {url}",0,2014-12-30 15:46:18
2015-01-23 11:40:00,0.000148543566871486,-0.000944378346222399,-0.00109292191309389,1,"@elonmusk ... in honor of imb, rip.",0,2015-01-23 11:40:13
2015-01-29 15:33:00,3.82757020829101e-05,-0.00160747035313203,-0.00164574605521494,1,"tesla p85d 0 to 60mph acceleration will improve by ~0.1 sec soon via over-the-air software update to inverter algorithm",0,2015-01-29 15:33:34
2015-01-29 15:41:00,7.70272293577406e-05,0.000320515155267769,0.000243487925910028,1,"tesla dual motor cars are also all-wheel drive. main goal of dual motor was actually insane traction on snow. insane speed was a side effect",0,2015-01-29 15:41:56
2015-03-30 12:35:00,0.000114576140070788,0.0112647582079897,0.0111501820679189,1,"major new tesla product line -- not a car -- will be unveiled at our hawthorne design studio on thurs 8pm, april 30",1,2015-03-30 12:35:15
2015-04-06 12:17:00,-6.27026806390512e-05,0.000633279953413835,0.000695982634052886,1,"welcome @chiefboltkennyh to @teslamotors. he will apply formula 1 techniques to revolutionize servicing mainstream cars.",0,2015-04-06 12:17:48
2015-04-09 12:22:00,0.000164104602277789,3.60472074227569e-05,-0.000128057394855032,1,"testing of the high performance version of the tesla model s by @consumerreports
{url}",0,2015-04-09 12:22:36
2015-05-01 13:08:00,-5.47372690870316e-05,-0.000495923913043409,-0.000441186643956377,1,"for more info on tesla energy, check out press kit. $250/kwh for utility scale is the real kicker {url}",0,2015-05-01 13:08:06
2015-05-12 11:23:00,-0.000101860918704499,1.83977971703759e-05,0.000120258715874875,1,"@teslap85d that is true. if someone says they are thinking about having kids, i always encourage them to do so.",0,2015-05-12 11:23:25
2015-06-15 12:22:00,9.89686897994181e-05,0.000361461025464943,0.000262492335665525,1,"spacex/tesla will also do a reference pod to be shown after the @hyperloop competition. bonus for all racing teams that exceed reference.",0,2015-06-15 12:22:09
2015-06-23 11:20:00,0.000132260073485783,0.000305486883864162,0.000173226810378378,1,"important to note that model s resale value is also higher than that of gasoline cars",0,2015-06-23 11:20:49
2015-07-17 11:30:00,0.000113886841452089,-0.00218539931948327,-0.00229928616093536,1,"model s product call at 11 today. rocket discussion at noon on monday.",0,2015-07-17 11:30:15
2015-08-06 13:48:00,0.000112648955538817,0.00190876936211722,0.0017961204065784,1,"tesla snakebot autocharger prototype. does seem kinda wrong :) {url}",0,2015-08-06 13:48:07
2015-12-18 15:30:00,-3.7970988659402e-06,0.000652005242122249,0.000655802340988189,1,"@elonmusk holding for issue resolution",0,2015-12-18 15:30:20
2016-02-23 15:48:00,0.000119215448244483,0.00073232323232332,0.000613107784078837,1,"@romclocko @teslamotors coming later this year",0,2016-02-23 15:48:08
2016-03-31 11:47:00,5.61366854622954e-05,0.000387579373025782,0.000331442687563487,1,"incredibly inspired by the interest in model 3. you won't be disappointed. also, small token of appreciation coming for those who lined up.",0,2016-03-31 11:47:40
2016-04-01 12:11:00,-0.000242409181534767,0.00218969325308673,0.00243210243462149,1,"model 3 orders at 180,000 in 24 hours. selling price w avg option mix prob $42k, so ~$7.5b in a day. future of electric cars looking bright!",0,2016-04-01 12:11:38
2016-04-01 13:23:00,8.17559932187727e-05,0.00356869742543977,0.003486941432221,1,"thought it would slow way down today, but model 3 order count is now at 198k. recommend ordering soon, as the wait time is growing rapidly.",1,2016-04-01 13:23:39
2016-04-01 14:38:00,-0.000116956518853475,-0.000208044382801627,-9.10878639481522e-05,1,"@alyssa_milano hi alyssa, thanks for placing your faith in tesla. i hope you have a great experience with the car.",0,2016-04-01 14:38:13
2016-04-29 15:13:00,0.000194277936864372,0.000187754642233536,-6.5232946308356e-06,1,"@erothenberg simple answer is that there just aren't many used teslas available. demand &gt;&gt; supply.",0,2016-04-29 15:13:25
2016-05-17 15:37:00,-5.57588396663801e-05,0.000636616420313262,0.000692375259979642,1,"@drkevinleung @tesla_canada totally agree. am told this will be fixed by thurs, maybe fri.",0,2016-05-17 15:37:50
2016-05-18 14:51:00,4.59417540276979e-05,0.000326410127228986,0.000280468373201289,1,"merc news story about tesla using $5/hr labor seems to be missing a digit. tesla actually paid $55/hr. {url}",0,2016-05-18 14:51:56
2016-05-18 15:00:00,0.000218773794445767,0.000992999354550373,0.000774225560104606,1,"@jlgolson yes, but it is false of merc news to say that tesla took advantage of low cost labor. we paid $55/hr. that is unequivocal.",0,2016-05-18 15:00:02
2016-05-18 15:30:00,-0.000141202753320228,0.00128344991336705,0.00142465266668728,1,"@jlgolson per the letter, tesla paid $55/hr for *additional* services, so no.",0,2016-05-18 15:30:33
2016-05-25 10:38:00,-3.67944266919671e-05,-0.00018491504181128,-0.000148120615119312,1,"really fun model x review by @motortrend. best part is x racing while towing a fuel sports car
{url}",0,2016-05-25 10:38:57
2016-06-10 13:04:00,-0.000130517706089657,-0.000676438954766513,-0.000545921248676856,1,"nice comment about the model s by cvk on @topgear_bbca {url}",0,2016-06-10 13:04:28
2016-07-05 11:26:00,5.00436628171965e-05,-0.000615397826071364,-0.000665441488888561,1,"@alansmurray yes, it was material to you -- bs article increased your advertising revenue. just wasn't material to tsla, as shown by market.",0,2016-07-05 11:26:41
2016-07-19 12:28:00,2.3372006210036e-05,0.00057357594936704,0.000550203943157004,1,"will be working at tesla on autopilot &amp; model 3 today, then aiming to pull an all-nighter and complete the master product plan",0,2016-07-19 12:28:06
2016-07-20 15:07:00,-3.7562386340988e-05,0.0001704772707901,0.000208039657131088,1,"post should go live on tesla website around 5pm",0,2016-07-20 15:07:36
2016-08-23 11:23:00,-6.81337065671898e-05,0.0083988801493135,0.0084670138558807,1,"tesla product announcement at noon california time today",1,2016-08-23 11:23:03
2016-08-31 11:25:00,-1.56631834756232e-05,-0.000688905776155372,-0.000673242592679749,1,"writing post now with details. will publish on tesla website later today.",0,2016-08-31 11:25:12
2016-09-21 10:32:00,-9.41026480033876e-05,-0.00179789076717311,-0.00170378811916972,1,"tesla keeps temp below 40c/105f by automatically venting cabin &amp; turning on ac when needed. can do this for up to a year on a full charge.",0,2016-09-21 10:32:02
2016-09-21 11:58:00,-7.51272335079547e-05,-8.88625592417621e-05,-1.37353257338074e-05,1,"@notch also, the tesla is poison free!",0,2016-09-21 11:58:19
2016-09-22 12:31:00,0.000196607357287618,0.000146105912175785,-5.0501445111833e-05,1,"@ccyuan2013 @teslamotors @tsrandall yes. also, only worked if you logged on to a malicious hotspot &amp; used browser. no customers were hacked.",0,2016-09-22 12:31:43
2016-09-22 13:04:00,3.37799098425208e-05,0.000437572928821487,0.000403793018978966,1,"aiming for oct 28 unveil in sf bay area of new tesla/solarcity solar roof with integrated powerwall 2.0 battery and tesla charger.",0,2016-09-22 13:04:33
2016-09-28 15:04:00,-3.30983255769655e-05,-0.000575018014804976,-0.000541919689228011,1,"@gooddaym something messed up here. tesla policy is equal pricing for all. no discounts ever unless a car is a floor model or was damaged.",0,2016-09-28 15:04:50
2016-10-10 10:23:00,0.000207774528597878,-0.000296092321585838,-0.000503866850183716,1,"real fraud going on is denial of climate science. as for ""subsidies"", tesla gets pennies on dollar vs coal. how about we both go to zero?",0,2016-10-10 10:23:43
2016-10-19 13:29:00,0.000262869642487795,8.87488629052499e-05,-0.000174120779582545,1,"tesla announcement goes live at 5pm california time. 30 minutes of media q&amp;a to follow.",0,2016-10-19 13:29:48
2016-10-19 15:24:00,-1.71934276091364e-05,0.000330401327479124,0.00034759475508826,1,"@elonmusk this is also what i was alluding to by model 3 part 2",0,2016-10-19 15:24:09
2016-11-04 10:35:00,0.000459923340394741,0.000497882025668688,3.79586852739462e-05,1,"institutional shareholder services, world's top independent evaluator, recommends in favor of tesla-solarcity merger {url}",0,2016-11-04 10:35:19
2016-11-04 10:37:00,0.000413585136260281,0.00123780915663416,0.00082422402037388,1,"great model x article by @bbc_topgear! {url}",0,2016-11-04 10:37:58
2016-11-04 11:05:00,0.00045982211445633,0.00166217465261325,0.00120235253815692,1,"i highly recommend the new all glass roof on the model s. this was very hard to develop, but it makes the interior feel amazing. {url}",0,2016-11-04 11:05:22
2016-11-04 12:15:00,8.48576791563284e-05,-0.000297458297129529,-0.000382315976285858,1,"@mrroryreid @mykalsocal @bbc_topgear @teslamotors loving this thread :)",0,2016-11-04 12:15:43
2016-11-16 15:07:00,0.000100973779360954,0.000154951516486099,5.39777371251456e-05,1,"looks like the model s p100d easter egg will allow it to do 0 to 60 mph in 2.4 sec and a 10.6 sec 1/4 mile via software update next month",0,2016-11-16 15:07:44
2016-11-16 15:20:00,4.09901456197703e-05,-4.89288655841374e-05,-8.99190112039077e-05,1,"model x numbers should also improve by 0.1 sec on 0 to 60 and 1/4 mile",0,2016-11-16 15:20:33
2016-11-18 12:48:00,-0.000196083299708085,0.000378583453486569,0.000574666753194653,1,"@vicentes @teslamotors @fortunemagazine big mobile app update coming with 8.1 next month",0,2016-11-18 12:48:50
2016-11-22 12:28:00,-0.000213533931677066,-0.000420634920634927,-0.000207100988957861,1,"@cjdsb @teslamotors about 3 weeks",0,2016-11-22 12:28:00
2017-01-19 12:10:00,9.39546698300828e-06,0.000605405405405311,0.000596009938422303,1,"report highlight: âthe data show that the tesla vehicles crash rate dropped by almost 40 percent after autosteer installation.â",0,2017-01-19 12:10:24
2017-02-07 10:00:00,0.000130969546589897,-0.000978162097086911,-0.00110913164367681,1,"production tesla model s p100dl sets motor trend all-time world record to 60 mph in 2.27 sec {url}",0,2017-02-07 10:00:54
2017-02-07 11:11:00,-1.2195483781407e-05,-0.000772864888108978,-0.000760669404327571,1,"@jovanik21 also, tesla service can remove front trunk liner if you don't use it and improve performance further",0,2017-02-07 11:11:34
2017-02-15 15:52:00,1.83732160049946e-05,0.000605985853179929,0.000587612637174934,1,"congrats to the tesla owner who sacrificed damage to his own car to bring a car with an unconscious driver safely to a stop!",0,2017-02-15 15:52:49
2017-03-24 10:17:00,0.000106936226370721,-0.00181568215700709,-0.00192261838337781,1,"am noticing that many people think model 3 is the ""next version"" of a tesla, like iphone 2 vs 3. this is not true.",0,2017-03-24 10:17:41
2017-03-24 10:21:00,0.000133351877921637,-0.000695761075646649,-0.000829112953568287,1,"model 3 is just a smaller, more affordable version of model s w less range &amp; power &amp; fewer features. model s has more advanced technology.",0,2017-03-24 10:21:33
2017-03-24 10:26:00,8.61086469072074e-05,-0.000620602854773128,-0.000706711501680336,1,"model 3 was going to be called model e, for obvious dumb humor reasons, but ford sued to block it, so now it is s3x. totally different :)",0,2017-03-24 10:26:51
2017-03-24 10:28:00,5.75824896159756e-05,-0.00190190364851415,-0.00195948613813013,1,"@luciojr all tesla cars built since oct last year will be capable of self-driving as software improves",0,2017-03-24 10:28:40
2017-03-24 10:30:00,-0.00016270250170808,0.00128056553482433,0.00144326803653241,1,"@varunfatehpuria oh model y is coming too in a few years. kinda have to.",0,2017-03-24 10:30:00
2017-03-24 10:32:00,-1.44799579435533e-05,-0.000724104572286076,-0.000709624614342523,1,"@theken_miller sorta. model 3 is like a bmw 3 series or audi a4. model s is like bmw 5 and 6 series, but much faster, more storage space + autopilot",0,2017-03-24 10:32:59
2017-03-24 10:35:00,5.22037818925849e-05,-0.000214517625231823,-0.000266721407124408,1,"@skate_a_book yes. model s will always be the fastest tesla until next gen roadster, which is a few years away.",0,2017-03-24 10:35:30
2017-03-24 10:41:00,-7.46505323604621e-05,0.000382092593771823,0.000456743126132285,1,"@fredericlambert @jimpengelly no, we are minimizing configuration complexity to keep the production ramp on schedule. rwd only for early production, just like model s.",0,2017-03-24 10:41:17
2017-03-24 10:45:00,2.46746792712273e-05,-0.00122864362380325,-0.00125331830307448,1,"@asimo3089 how about the video we just took of the first model 3 release candidate drive?",0,2017-03-24 10:45:18
2017-03-24 10:52:00,0.000108685044144274,-0.00141152241948826,-0.00152020746363254,1,"first drive of a release candidate version of model 3 {url}",0,2017-03-24 10:52:30
2017-03-24 11:09:00,0.00021721052950098,0.000276461067946037,5.92505384450568e-05,1,"@camkode the model s produced today is arguably version 4. let me put it this way: it is the car i will keep driving even after model 3 arrives.",0,2017-03-24 11:09:41
2017-03-24 11:12:00,0.00013685063907106,-0.0003860492183943,-0.00052289985746536,1,"@akawrecks @ckalapala only model s will have the seven seater option, more cargo space, plus higher range, acceleration, two screens vs one, auto extend handles â¦",0,2017-03-24 11:12:36
2017-03-24 13:25:00,4.09288852920789e-05,0.000842600022927964,0.000801671137635885,1,"@kryniog the shorter wheelbase only allows for a 75 kwh pack in model 3 at current cell/module energy densities",0,2017-03-24 13:25:32
2017-03-28 13:04:00,0.000108822115740003,0.000606701637020533,0.00049787952128053,1,"@business glad to have tencent as an investor and advisor to tesla",0,2017-03-28 13:04:59
2017-03-28 13:14:00,0.000157945007753482,0.000428754414830568,0.000270809407077086,1,"@danahull very few. we have yet to do a china (or europe) launch of model 3.",0,2017-03-28 13:14:01
2017-03-31 15:18:00,-2.72976486196185e-05,-0.000720790502778311,-0.000693492854158693,1,"@tesla_addict @teslamotors working on it",0,2017-03-31 15:18:42
2017-04-07 12:36:00,5.45906488619963e-05,-4.97908783111543e-05,-0.000104381527173151,1,"feature coming soon that allows one touch access to all discovered tesla easter eggs {url}",0,2017-04-07 12:36:32
2017-04-12 15:20:00,-0.000192774495644137,0.00123335598681063,0.00142613048245477,1,"autolist survey finds tesla used car values are highest and sell fastest {url}",0,2017-04-12 15:20:21
2017-04-13 13:51:00,5.26983399031693e-05,0.000872560966436417,0.000819862626533248,1,"tesla semi truck unveil set for september. team has done an amazing job. seriously next level.",0,2017-04-13 13:51:33
